Pk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
43,-3.2101202,3.6511066,-0.1496621,0.7658984,-1.3004631,5.1182165,0.11732963,-3.2165592,-1.4943678,0.0477303,1.2865082,1.8650818,1.4311798,0.45078638,1.2534784,2.148862,-3.3672328,2.701023,-1.7415045,1.4439452,-2.2745807,-0.6129106,0.7355523,3.3999686,-1.7358755,1.0695965,1.0742356,0.21621473,1.3675026,0.9540418,-1.3115251,2.2087388,-1.967323,-2.0877738,-5.3923798,2.1958077,-1.9747487,-0.7007167,1.8300087,-1.3591223,-0.40458247,2.4194033,-2.022974,1.0683911,-0.61944103,0.78990483,2.5940208,3.0215278,1.4095165,-1.7252125
9,-1.6223757,-9.450137,-1.576025,10.7491665,-0.1776073,1.6618304,0.93530434,-0.17745253,0.50755054,-0.8904275,3.2196693,0.86941826,-0.6995494,-0.8221351,2.6500838,-2.6892924,-0.9453108,0.36059666,-0.7065398,2.6905677,1.3072972,1.2375904,0.885548,3.1664197,1.903841,1.4470098,1.8350129,1.9636992,-0.397964,2.139355,2.8766427,-3.0064507,0.94578576,0.7704872,-2.0293424,1.1060319,2.01071,0.83233154,1.6380779,-1.8124064,-2.4227386,1.1524352,-4.2328224,-1.7044286,0.73342574,-0.99690473,1.6836485,-2.2666953,-0.5290044,-0.34670886
49,-3.955043,12.315339,-1.4859096,5.544715,-1.2102786,-2.4057794,1.6694868,2.328203,0.092645034,-1.6107404,1.5037417,-1.919299,-3.3417451,0.16295275,-4.081295,-2.6313798,-1.2988582,-0.10890432,-2.3736994,-4.452674,1.4970051,0.33327273,1.3028738,-0.5190795,3.392653,0.37014133,3.0087125,-1.7402179,0.7917266,-2.566742,-1.2016466,1.1835846,-4.5229,-2.0273237,-2.856183,0.16762589,2.07386,-1.6396236,-1.5801165,0.90129155,-0.24476224,0.24346088,-1.2027428,2.4327006,1.3605229,-1.6263869,0.07910595,1.977191,-3.174885,-0.40604946
0,-7.1837287,-1.4951681,1.311745,-2.850484,0.16346577,0.44130445,1.0847708,0.3603623,-0.40978923,-0.46793413,0.5524088,-0.46491864,1.1000087,-1.0079882,2.736262,-0.22913314,0.17081401,-0.16520052,1.2774204,-0.45261645,1.6506921,2.1976688,0.29422954,1.0555918,-1.2580377,1.0130421,-1.0380727,-0.730263,-0.2735519,1.4727398,-1.833343,1.0885766,2.0761988,1.7245289,-1.4894668,-1.2171203,0.09634849,-0.8021585,0.3698181,-0.07429696,1.90125,-1.6409384,2.1142297,-1.3795186,0.9302757,-1.0749099,1.898348,-0.07165331,-0.71626216,-1.5617634
9,-0.5445149,-5.421795,-1.8073826,6.328597,0.92209816,1.9573947,-0.6190303,-1.4119276,2.2638972,-0.8448473,-2.192973,-1.8714638,3.011583,-0.124362975,-0.92957926,-3.4440174,-2.255246,1.5288312,2.3758318,3.767343,2.081604,2.1550243,-3.5880072,-1.776288,-0.8462456,-0.07243483,0.25262707,-0.99091226,-0.45589146,-1.3472189,-0.49359092,0.17856936,4.323507,-2.685854,-1.6883413,1.594834,-1.4342937,0.11281608,-3.9376278,2.3227367,-0.5261871,0.43176335,-0.447507,0.7209611,-1.4577708,1.4692638,-1.8347073,-0.7773805,3.5323234,-1.0319208
43,-3.242208,4.3510594,0.5641735,-0.13998942,-0.4943576,3.9951382,-1.3770506,0.48930356,1.225634,-0.25363973,-0.7283708,0.083912455,0.5886531,-0.17098556,-0.5231442,-0.15517002,-0.4193732,0.19084425,-0.39521378,-4.142309,-1.5760317,-1.8004642,1.2537855,-3.1338825,0.9604043,-0.7801034,0.6782081,2.0886865,1.8561424,-0.18953653,0.60298645,-2.2594652,1.4185892,-0.7662873,-0.95203257,1.1714683,-0.18156093,-2.2921553,0.85789585,1.030079,2.4760737,2.6557722,-0.006982787,3.206693,-1.2137185,-3.353054,-0.23259023,-0.37416604,1.561444,1.7141206
15,11.413583,0.77766746,-0.13034557,1.1899813,-3.3534489,-0.15435983,0.6399386,2.6596575,-2.0417237,0.21167615,-0.8532984,0.83601105,-1.8931665,2.130061,0.06418385,-1.1643507,-1.9529626,-0.04345123,-2.1106637,-0.5777933,-2.1025898,-0.57576245,-0.18219036,-0.41685465,-0.04465528,0.11240005,-1.9623053,-1.590891,-0.5400135,2.778913,-0.57840854,-0.004299357,-0.78690475,1.6219975,2.7450092,2.1163027,0.7863318,0.5682709,-1.6503079,-0.22444747,-0.61813897,-0.3983568,-2.0387287,0.016721701,-2.0826511,-0.5244178,-1.1923472,0.18662761,0.36971676,-0.31795543
15,10.339041,0.637768,-1.0116407,0.00044481974,-1.1012815,0.13315618,-0.8094476,0.4143535,-0.70196545,0.09665546,0.22778848,-2.3164558,-0.8968337,0.35078806,0.06316661,1.9852757,1.6827927,-3.201866,0.60595465,1.8037153,-2.7233992,2.916318,-0.7732021,-0.66815424,-0.37354884,-1.9248544,-1.1308365,1.4991909,-2.3903766,1.4338269,-1.8778027,1.7034523,-0.11991676,-0.620173,-0.8919376,1.5696117,-1.4862162,-0.8529691,-0.85208416,-1.2589775,1.5263898,0.39553252,0.7279444,0.5868382,0.07055872,-1.1651483,1.6635728,1.2103219,0.70109916,0.25311697
419,-1.0605766,-8.382095,-1.2442877,8.697474,1.3210169,1.408686,0.7979505,-2.647398,2.838649,-1.4678129,2.1621733,4.2279797,-1.2232032,1.4298539,-0.3668291,2.6251626,2.3278706,-2.3162894,-0.29657197,-0.60763687,1.0698712,2.4480693,1.0893068,1.1855478,0.5594139,1.9733515,-3.8326056,1.2261246,-0.16671287,-2.6780787,4.1055603,3.164203,-2.402269,-0.5760034,-1.3529805,-2.2760808,1.2989719,3.3559597,1.0056261,-0.94181645,-0.33534235,-5.0188465,0.7159649,-1.114374,0.98419267,-1.7081298,2.5849385,-0.0155030815,-3.6085622,3.4023957
9,-2.0385473,-5.9193296,-0.9938799,4.9044065,1.5891193,-1.1656414,-1.0385892,0.9448061,3.2273464,0.5808574,0.63782114,0.48804498,-0.5772335,-0.7643359,-1.6310666,-2.3646035,-2.6527095,-1.367,0.6602869,-2.5281844,-0.9932012,0.13167477,4.4200797,0.07558802,-2.4202285,-2.2172294,-0.5548225,0.5722418,-1.7124377,0.90794265,-0.005011593,-0.60542655,1.2878948,-2.8713748,-1.3121833,0.63454735,3.144286,0.12737778,-1.3560194,-1.6437497,-0.64676344,-0.56345904,2.7852955,0.55344045,1.5852377,0.6108736,1.1849188,-2.8473356,-2.8585927,-0.31262708
1071,6.1918507,1.384535,0.03985277,-0.55567044,3.9766736,-1.0684193,-0.65166104,-1.8618662,0.32688794,-3.3904002,-1.1924835,-0.45453238,-0.001933506,-0.34928688,1.7741362,1.28616,1.1683654,0.78902686,0.85173595,0.5987043,-2.5700169,1.2185314,0.776133,0.37095615,-1.1399903,-0.5274926,2.213422,1.5529884,-0.26102492,-0.9368659,3.159398,0.044714753,1.7859567,-1.7483395,-0.2193821,1.2078776,0.25046164,0.7208941,-0.55327684,2.8779233,0.39672858,0.60089487,1.5643029,1.3091153,-0.71053284,-1.2320969,-2.1357226,-2.1109672,-0.93168914,1.0364763
0,-1.6285524,-0.38313332,-0.017727405,-2.5812254,1.5936677,-0.89817196,1.5459085,-2.1773703,1.2749358,1.3905686,0.97956204,0.9610777,0.9388214,-2.4209247,-0.5986644,-0.83202124,-2.4937263,1.0699948,-1.2995791,1.8614637,-1.7203732,2.310143,4.1376786,1.494162,1.1227247,-0.27952603,-1.2361441,2.1533194,0.5089307,0.9200843,-0.45431662,-0.8715559,0.82640386,-0.8694135,-0.94378346,-2.8391824,1.3407825,-1.464044,-2.1190603,3.2539582,2.6892953,0.10067998,-0.70574546,-1.3979498,-1.5094428,1.830114,-0.83319145,-1.5335128,-0.02081098,-1.912379
15,10.838307,-0.01914614,-1.3007026,-1.7462192,-1.7066885,-1.7841921,-1.1275929,0.2629571,0.17205667,0.2385362,-1.2952743,0.16049217,0.13282427,-0.11292077,-0.17200603,0.23244596,1.8770663,-1.6209295,-1.8122768,0.2544599,-0.34444928,1.1475908,0.428796,0.73594755,1.0954212,0.4940745,1.204117,-1.2789379,-0.82931274,1.1334648,1.4386939,0.30053097,0.94781375,-1.0486809,1.4702644,0.52441204,1.496561,-0.66813374,-0.7649366,-0.87041837,1.1182883,-0.3505631,0.41757825,0.48359668,-0.9575568,-0.5258205,2.4814887,1.2705597,-0.718985,1.0502509
15,9.708647,0.68856573,-1.6014793,-1.295855,-3.4100149,0.585278,2.163659,-1.797023,1.9000214,-2.973916,-0.70196074,-1.3105412,0.16419952,-0.3095233,1.403197,-0.18018202,-2.5736349,1.4722817,-0.5762654,-0.42190862,-1.0537816,2.248168,1.8288566,-1.1734685,-0.22490956,2.7075129,2.1630607,-0.5439177,-3.177167,0.560048,0.5836252,-0.60085297,-0.6008809,-0.011870828,0.21673808,-1.9740194,0.42197835,1.2466323,-0.46046728,-2.3795025,1.3571316,0.7087221,1.8015405,3.1973834,-1.2373196,-0.13920732,-1.1122278,-0.23268943,-0.5989564,1.0621266
1086,-4.342405,14.483296,-0.19177543,6.031548,-1.0461781,-5.644648,2.5511355,-2.4218202,-1.709192,-0.65086454,0.020791683,3.4710357,-0.8602058,-0.9061392,0.15144503,3.809856,-0.5957484,1.525133,6.233458,1.4555482,-0.7365212,0.6847901,-2.670012,1.7182,-0.6753313,1.5785627,0.40320483,-0.97111,-2.4178746,-1.2397153,0.3231027,1.8317913,-4.4987297,0.7890718,-0.7853892,1.903778,-2.572873,-1.4412249,0.13622792,-1.1867063,-1.1497055,3.2162204,-0.9240369,4.4450336,2.4682558,-4.1506405,-2.3577726,3.4579031,2.4858713,-2.3580203
0,-4.6942286,-1.6432397,0.91689247,-3.462158,-0.22980611,-2.2531404,1.5811836,-0.20408009,0.11471369,0.660075,0.83298236,1.2142489,-1.3262509,0.6547377,0.24722317,-2.2343423,1.8708503,-1.75619,-0.76984847,1.9130828,-1.3570966,-0.25061056,-1.7538651,0.62904596,-2.3030066,2.6283655,-4.1771164,-1.0262352,-1.4094756,1.6392425,0.56035733,-4.023197,1.3021648,2.16027,-1.9953692,1.8535032,-1.3509474,-1.7612097,2.1240163,-0.90482503,1.8446864,-1.3111155,-0.022603456,0.15014356,-0.735146,-2.0068793,-0.87464947,-1.3436335,0.39998722,-2.9473112
0,-2.8865485,-0.5886816,-0.26072448,-1.9382055,-0.5243606,-1.2594503,0.7772278,0.25849286,0.036711898,-0.94312346,0.5998156,-1.0334672,0.8300348,1.4130524,-2.2059245,3.2268581,-0.4595314,1.1110522,-0.03339077,-1.8822272,0.2912049,1.9504291,-2.9149888,-0.537062,-1.1747196,-1.7583998,-2.637409,0.20877232,-0.18378457,0.058410306,-1.9565681,2.347337,0.8262063,-0.69225186,-1.1556522,-0.5769016,1.7110335,1.1816866,0.9734794,1.4146733,-0.2123503,0.82978225,-1.1272291,-1.7772408,-2.054817,-2.5710154,3.017167,3.3408377,0.24226943,-0.72130704
0,-3.9171004,-0.7417394,-0.572123,-2.6983583,0.5999464,-0.18235809,1.8673102,0.8876691,1.6524407,-1.1018757,0.37920323,-2.5791502,0.15517555,1.6808623,1.3992567,1.6548842,-0.896003,0.094358735,-0.015235056,-1.9555172,-0.5321683,1.8481638,-1.213745,0.71558785,-0.86851346,-3.2119098,0.402535,-1.0786422,2.685851,-0.22924185,-0.2263574,-0.47239327,-1.5681076,-0.12996878,0.9578771,-1.8680031,0.12190123,0.49001828,1.53793,-2.1968699,0.30253443,-0.24111252,3.913752,-2.2308264,0.11753767,0.37914917,0.87005883,1.0424149,4.2182956,-1.8609204
0,-2.849835,0.5005759,0.80483127,-0.88109463,2.153081,2.0019882,1.9909467,-0.6130473,-0.92186296,-0.93061906,1.0901668,-0.34045357,-3.038604,-2.7350855,0.19463617,1.8613319,-0.6244316,-4.2562356,-2.5473602,2.0996554,-1.5930024,2.8755825,1.9854537,0.7457073,-0.7497206,1.4165447,0.35884172,0.6447635,2.00275,-0.0584643,-0.38304698,-1.928033,1.4867713,4.964917,-2.7446084,1.2926235,-1.2544227,0.69859654,-1.3531331,0.4607497,-1.6998073,-2.4958162,1.749928,-0.019566067,-0.72136337,2.400593,-2.7509465,3.9905362,-0.21264176,-0.60676813
715,0.6825041,-2.7361057,0.25078365,5.2150316,-7.184199,-0.5997088,-3.8345597,7.971105,-5.801969,2.177343,3.1085734,2.9691157,1.9964463,0.39111927,-2.538703,1.19611,-1.1121048,0.8639012,-1.0384783,1.2847016,-1.2741667,-1.06741,0.840961,-3.877931,1.5623077,1.8344419,-1.3488395,-1.7293638,0.95819986,0.1413761,1.4291631,0.6043849,2.1940556,-0.21146038,-0.15925018,-4.1671925,-2.6412773,0.35131094,0.05485139,1.164831,0.86125624,-2.0418296,-0.3117307,0.6983758,0.36550575,-0.054662004,-1.1240116,-0.6605359,0.04949732,-0.7008028
0,-4.1459436,-2.4741867,0.3953981,-3.3966522,0.38099068,-0.7486983,-0.4237001,-0.092030704,-0.36269826,0.04775913,0.6929851,-3.083851,-0.02949487,0.41432402,-0.75682956,1.5406297,2.1018057,0.025979273,-1.0689411,-1.1244226,-0.938914,0.89967656,-1.4411741,0.30558762,-1.1090823,-1.1963524,0.24827914,-0.6643474,-0.019314528,0.09350057,1.4308497,1.5581851,1.7764807,0.6882168,-1.0238613,0.030833175,0.21123937,-1.6681807,-1.5004623,-0.4141189,3.0302548,1.0083201,-1.7355608,0.9594872,0.9752121,-0.713374,-0.34375614,-1.8088688,-0.30446464,-1.0896207
0,-2.339098,-0.4096748,-0.12632115,-2.1964839,1.5012385,2.1491106,2.983711,4.151812,0.17963314,0.88174355,0.52307516,-1.125659,0.8671102,0.41701517,-1.9659646,-2.0288434,1.9120337,1.4853705,2.3431742,1.5389793,-1.4856132,4.343501,5.4533725,2.5695348,0.291141,0.84335494,1.4320176,-2.3745956,-2.0441206,0.13153224,-1.0291024,3.6535597,-0.19824481,-0.8555799,0.13054359,-0.31540328,-0.16134183,0.6405949,-1.7496252,-0.67644876,-0.36223176,1.8690759,2.089098,-1.6666884,0.9575659,1.7048612,1.283218,-1.982471,-2.5008295,-2.0907896
9,-0.7118792,-6.9449177,-1.5988173,5.514483,-1.2001646,1.2561002,-1.368296,-1.6429503,1.1845971,-0.101578414,-0.20749891,0.15071435,4.8885,-3.4583158,-2.4821002,2.730421,0.64028347,2.5657895,2.2198184,-0.0782538,0.9034535,-0.40125287,-3.9957888,-2.2712877,-0.2940457,0.5416687,2.3070536,-1.16055,0.86937076,0.605229,1.1985601,-0.7233321,3.0755613,0.0035402463,0.46284765,1.8917859,-1.2262849,1.3733082,0.063346006,2.7812529,0.735178,0.48004743,-0.38703713,1.3728945,0.32626525,1.7138679,0.18141793,-0.35519615,0.3070484,0.68977344
113,9.902782,0.79800034,0.74552965,-2.5688276,-0.4057077,1.1702019,6.216034,-1.5207615,3.5122843,-2.3548057,0.2205649,-2.5995288,0.5537961,-1.2889706,-4.420731,4.1883945,-2.6612067,-0.15011977,-0.16306666,3.1432838,-0.13798286,-0.749426,1.6778752,-6.3560157,5.1949916,3.1094651,-3.5565772,-1.6559213,1.550899,-1.3878336,-0.75637704,-0.0051810695,2.9226234,1.5692366,-3.7827103,-4.9845667,-2.8714292,1.631073,-0.15696551,2.372373,0.80463594,-0.8157634,1.0478799,0.037117343,1.3677874,-4.002708,2.2825918,1.893334,-0.40594232,-0.93594
0,-4.442805,-0.67763674,0.5621372,-1.4545565,1.2469618,0.8857612,2.228014,1.6342773,0.9282161,0.44918713,0.015415253,-0.12427593,0.53031504,-0.11954423,-0.740483,0.94408536,-0.5664509,0.74075377,-1.0359606,-0.41780314,1.6292005,0.275017,1.3263103,-0.31886432,1.6257044,-0.55089366,2.7766283,0.9905116,1.205982,-1.2932456,0.84276044,-0.08593357,0.6668844,0.64558476,1.6991216,-0.31788972,0.4254454,-1.7290345,-1.5424558,0.22817309,1.4851375,0.32321393,1.2512105,0.3005806,0.7097489,2.017517,0.22183402,0.8662762,-1.40476,0.98553437
15,12.607126,0.76963353,-1.0103736,-0.8336709,-1.3722641,-0.91718876,0.48831776,-0.4148485,0.54027927,0.3970553,2.2776337,-2.9796584,-2.1354268,2.0288725,-0.2046861,-1.1045502,-0.36134,-0.35227484,0.95371175,0.012035564,0.8112244,0.3224736,-0.23055315,-1.4959955,0.7933601,1.5004311,-0.6721455,-0.9985281,1.6986918,-1.0903009,-1.3734329,-0.78416264,-1.3653754,1.2940055,0.9216115,-1.0923226,-0.40943715,0.848651,-1.1255003,-2.1465037,0.2694335,0.16735245,-1.1380628,-1.7609292,1.6232927,-0.08047414,1.0466068,-1.0090249,0.61920214,-0.9278789
0,-2.6070433,1.8173838,-0.57783234,0.04265537,-0.76014125,2.1838064,-2.066585,-1.1968881,0.3590225,0.18747462,-0.12626058,-0.9117646,0.24380149,-0.07893772,0.9414296,0.14518811,1.2183179,0.034700505,0.09779835,-1.786262,0.23698065,1.2972828,0.53797376,-0.8870015,-1.527705,-1.0134554,-0.7086238,0.2789573,0.61880255,-1.9589461,0.6829374,0.85975987,0.12503764,0.9344868,-0.83832544,0.07663773,-0.14270496,-0.39131796,-0.93478364,-0.068251856,-0.7658858,-1.5571501,-0.21836343,0.118759,-0.32913193,2.1582153,0.5594963,2.2884367,0.033971652,0.08670995
81,9.527706,0.29602748,-1.1201768,1.1967467,7.980582,-0.01957809,-1.0782943,-0.48135635,2.6960163,-1.1009768,-0.22061777,0.85079557,0.12620884,0.87828887,-3.1649654,1.7037987,-1.6365739,-0.67488974,4.1381783,1.6049032,-0.10618261,-3.714603,-1.8177398,-0.7815852,1.5924085,4.107506,-1.1538616,0.6561204,-0.9802653,-2.110074,1.4695787,1.2900946,0.47793856,-4.5723968,1.6818029,-2.7940576,-1.3260858,4.0504584,0.28246006,0.8019518,-3.076038,0.013424103,-0.05679107,-2.6495206,2.1468394,2.8857644,0.9312217,-0.46557406,-0.514137,-0.8452747
0,-3.2515438,-1.7220011,0.20950451,-2.1354778,-0.04250676,-1.505605,-0.81034243,0.10992507,1.4106917,-0.33458787,-0.88615024,-1.2025319,-0.38597056,0.048417903,0.18119939,-0.15403333,-2.5962853,-1.4235421,-1.4406263,-0.75140256,0.74926233,-2.2512245,-0.6176014,1.4184817,-0.03831103,0.2626778,-0.08319369,0.39271465,-0.6790689,-2.2356164,0.49619722,-2.0555987,0.14988382,-2.444225,-0.6254333,-1.7508285,2.0520685,-1.9281642,1.5066278,-2.9234176,-2.2570653,-2.938356,2.5091317,-2.1941168,1.8132614,0.9316116,0.913586,-0.008421007,-0.7651437,-0.17492004
43,-4.498137,4.0286345,-0.15074904,-0.10396771,-0.11658868,4.9192,-2.2928333,1.1488296,1.9552902,0.9599374,-0.5476681,-3.0265968,-1.4053358,-1.270558,-1.6323678,-2.212432,0.028407456,1.7253838,-0.7368009,1.9373908,-2.9626112,0.0554904,-0.56098217,-0.17794244,2.4214015,-2.1378033,-2.4438875,-0.3146053,1.7194998,0.087527506,1.4267774,-1.1607276,-0.49770588,3.2836971,-0.34788704,-0.46471563,-0.13726889,0.9284234,-0.008386653,-0.20755407,-2.0840957,-1.0576514,-1.1787761,-2.9357045,-2.71841,0.79644185,-0.24579185,0.34552753,-0.9951509,-1.6635001
0,-5.4797974,0.017424038,0.4298317,-2.336033,-0.94340485,-0.036699686,0.2178747,-2.4497988,1.6785636,-2.0256095,-0.043315392,0.9991588,1.2889198,-1.5752976,-0.1443307,0.95661217,0.54257435,1.4863173,0.28867355,1.7357962,0.7970914,-2.0007613,-0.103796616,1.1273744,0.83040106,0.8509429,-1.0855047,0.1369519,-1.5437964,-2.6585264,-1.2802391,-1.0564358,2.1331897,-0.54340065,-0.6194198,-1.8503779,0.66616267,1.5098256,-1.6424544,-0.46750626,-0.09615456,-0.5636307,0.6439207,-2.1449895,2.2851834,0.04029252,1.2687074,-0.41521487,-0.5074175,0.57655376
0,-1.853973,-1.7634176,0.4056571,-2.72376,-1.550445,-2.9097173,-2.4624472,2.137455,-0.20710161,-0.44448632,1.5761259,-0.47073236,0.47303468,0.17935066,-0.6955292,1.1958364,0.24695823,-0.29188505,-0.07666691,0.6207738,0.0171777,0.7521509,-2.539295,-2.3347127,-0.48494256,0.4074683,0.10575528,0.96961796,0.27913707,-1.5387186,0.1104509,-1.3933713,-0.5881598,-0.62963456,-0.3750883,-3.2379885,0.34054282,0.46763238,-1.3870804,1.0661443,-0.21442406,-0.7413688,0.8107358,0.79136986,-2.194052,0.7079777,-0.27276838,-0.86878407,-1.3657687,-0.34357336
592,-6.6606836,-0.9593713,2.3071845,-2.929721,0.026257861,-2.1999152,-1.2737244,0.72852594,3.5415368,0.7482422,0.59551007,-0.56397414,-0.45946792,2.0140924,0.5557788,2.2662568,1.2062502,2.2710946,-1.1860499,-0.38361144,-0.21568495,0.88739735,0.3129177,-0.2478932,2.9214344,0.34361818,0.111087576,-1.318767,-0.4343763,-0.42415047,-0.7310655,0.9491798,-0.051955853,-0.28181297,-0.6904277,-1.6834809,0.45040512,2.2824645,0.6326871,2.5241258,-1.7255682,-2.110211,-0.4464917,0.9799971,1.9304408,2.2544763,-1.0387325,3.1470327,-1.1598431,0.47892028
0,-6.1725993,-1.4387997,0.5553852,-2.6826246,-0.35651094,-0.08692537,-1.4686085,0.8417509,-0.88358223,-0.52933913,-0.29245058,1.7824155,-1.2183079,0.014664748,-0.22106299,0.48596635,-0.50655407,-1.2387364,2.7952862,-1.7628943,3.03912,0.1297348,1.6625422,1.8113381,1.6092807,0.8971557,-0.21991678,-1.6341931,1.1127741,-3.1727908,-0.29534975,-0.0810077,0.074248895,-1.4959694,0.17284465,-1.6626605,0.36211327,-2.510142,-0.2914116,-1.0174781,0.5756915,0.101299085,0.34662038,-0.733868,1.1135638,2.7756796,-0.5554548,0.4302096,-0.39912456,0.6071133
0,-2.1030343,-1.3985085,0.30637217,-2.0343401,-0.7399628,-1.8526349,-0.30958804,-0.3258914,-0.26814145,-0.77776635,3.252865,1.6756943,-0.36384395,0.9917778,0.70202994,-0.2815299,0.76076823,-0.50788784,0.116869844,1.5576814,1.8266612,-1.4928815,-1.4202613,-0.34525257,2.560093,-1.9788543,0.14567727,1.2622311,-1.203987,3.8193283,-2.5931132,-0.06652099,-0.38464,-0.74762297,0.226489,-0.23852544,1.4880749,0.6757395,-0.74771196,-0.9173228,-0.8171967,1.837508,-0.328188,-0.46066284,-1.1736298,1.8208036,-0.34954378,0.76627487,-0.2715281,0.9681552
80,8.116598,0.058139272,-0.8404857,2.155337,3.7973554,0.16923003,-1.7124641,-0.45052788,0.064903826,1.9736147,0.17925593,0.52949065,2.234713,-0.94996136,0.96258765,-0.41169804,0.22485223,-1.1468905,-0.64526916,0.07934323,-1.7774675,0.48257712,2.2189262,-0.40399888,-1.3724258,-1.6406201,-0.6823176,-0.4593505,-0.34788606,-1.0504017,-0.038616054,1.3975677,1.6414145,0.59546703,0.46364167,0.19733019,-1.6536196,1.9749116,-1.3293207,-1.203494,0.5025985,0.7149663,-1.3349701,0.61124533,-2.649651,-2.1417985,2.5286767,-1.9370555,1.1374824,-1.9203168
9,0.03265811,-5.7746415,-1.26251,4.9918656,-0.3696544,0.33745974,0.29119748,0.6802144,-1.3763267,0.089327715,-0.5192303,-2.993861,-1.3677115,0.6089363,2.1199331,1.5080761,-0.26694426,-0.73342955,-3.4374046,-1.4273807,2.013353,-1.5985342,-2.496066,-0.26961595,1.772997,0.86325324,1.7975844,-1.8608296,0.29614142,-0.13512343,1.7600952,-0.2611505,-0.2606113,0.3286669,-0.27756202,-0.25804737,-1.4957795,-0.51575136,0.4938777,-0.0041040056,-2.180632,-1.2219266,1.0989494,1.5298457,-0.44208273,-0.42904297,0.403872,3.5736399,-0.77533644,-0.44583252
425,-2.9278977,9.116563,-0.53302294,4.003955,0.62573606,-2.143811,0.7630368,1.2340928,-1.319475,2.0405197,-2.5338578,-0.22046821,-0.482499,0.3066769,-2.4858649,1.3055222,-1.5123211,0.6719612,1.0822985,0.73773414,-0.5787835,-2.9911237,0.45918375,1.9523886,-2.5529342,3.15334,4.143057,-0.6044928,2.725514,-1.6519324,1.7814014,-0.5509704,2.4151409,0.031060848,1.8149723,-0.904355,0.058162935,1.2147516,-0.9200899,-3.5339804,0.29226795,-0.2666204,0.86845404,2.1281636,-1.2626011,4.5739465,-0.39109036,-0.036856394,1.3700296,-0.9776026
0,-5.386101,-1.4353244,0.3275013,-2.1554048,-0.09002217,-1.159525,-0.7847949,-0.7997467,0.44163594,1.6291403,0.48807052,-2.053967,3.3604329,0.4804864,-0.4883291,2.1706963,0.46024528,-2.2641475,0.42495322,-0.438815,1.2122957,-0.11667736,0.3578109,1.223531,-1.1769786,0.05577719,1.3791327,-0.35909346,-0.36505252,-0.0035395154,1.976452,1.234879,-0.095487714,-0.6050864,-1.3161887,1.3133658,0.52017534,-0.15816317,1.8321172,-1.6342281,-0.5613279,-0.84686124,1.0114557,-0.13849108,-0.81096506,0.78908956,0.2436588,0.18096203,-0.33060184,1.1810982
0,-1.777302,-0.93279207,-0.17891526,-2.7955527,0.40401945,3.191511,0.3136536,-0.1964726,0.40307173,-1.3989416,0.8605854,-0.34237608,0.6674316,0.3278716,0.9507277,3.564894,0.81226075,0.040220898,1.2829838,1.2833802,-0.6907414,1.7090337,1.5218487,1.4999251,-2.4630451,-1.2721943,-0.9697713,1.398894,-1.5471324,-0.91094476,0.54813343,1.0195454,-3.3522727,0.21948016,0.56682557,3.0565221,-0.3630808,0.8458582,-0.6080294,-0.3599002,-1.2346555,-0.23582943,1.5517929,-0.02881963,1.4710593,-1.0736091,-1.8459989,1.3060453,-1.6132332,-0.38881996
20,-2.282988,-2.2307987,0.17449261,-4.0681915,-0.7057492,-4.102026,-1.9480009,-0.48603585,-0.24431911,1.0316299,0.9944925,0.49865648,1.0593048,0.5499174,-0.64868826,-0.1091007,0.36330718,-0.042298615,-0.22603764,1.5490191,1.8674911,-0.5319539,-1.0399333,1.0971644,-1.2240567,-0.9113342,0.40345812,-0.1519421,-0.7931424,1.1480013,-0.727329,3.035239,-2.6223361,1.6747807,-1.2596012,1.4309018,-0.11508434,0.5905989,1.087986,0.1477332,-0.008571904,1.9275308,-0.6423894,-0.3548336,0.08496306,-0.010523512,-1.8733734,0.2417139,0.033406876,-0.6666641
49,-2.8033433,11.479965,-1.5881395,5.6193275,-1.6233479,-1.7306968,-0.6866108,3.27281,2.1786604,-2.3409438,2.4551241,0.13409436,1.4210565,-1.9164389,1.2613664,3.0175693,-1.3178151,1.820013,-2.5263324,0.8662036,-0.6731177,1.5787393,1.0555214,-2.5813987,-1.6537788,0.8849735,5.5112963,2.7049346,4.253755,2.2180061,2.8309562,-1.96255,-1.134144,-5.493605,-4.8885975,-5.5917287,-2.1098468,-1.0516902,-0.9190352,-0.22598948,-0.48691192,2.1909854,-3.6252894,-1.0218166,0.38115516,-0.20826101,-0.28586692,-2.7535655,2.3310883,1.3469483
0,-0.3848002,-0.49355653,-0.19857971,-3.2207222,0.14497297,0.63355416,-1.3052388,-0.8708531,-1.2659461,-0.4923525,-1.7125347,2.0439446,0.27363518,-2.755145,-0.018885477,-2.1955438,-2.2614439,-1.6893487,-0.41091043,-0.009648677,1.5594666,0.45281804,0.22725953,0.4376954,2.242437,1.1774446,-0.032336332,0.402723,-0.6772828,0.046549946,0.0424629,-0.04898846,-1.3830812,1.1705601,-0.56506217,-0.43600205,-1.1896011,0.3178034,0.22016257,-1.0447334,-0.5893361,1.0186232,-0.11388738,1.2543492,-0.8253782,-1.0640022,-0.9852987,0.1260319,1.278245,-1.0590123
